NAME_CN,SCIENTIFIC_NAME
曲瓣梾木,Swida monbeigii (Hemsl.) Sojak
粗壮曲瓣梾木,Swida monbeigii var. crassa (Fang et W. K. Hu) Fang et W. K. Hu
粗壯曲瓣梾木,Swida monbeigii var. crassa (Fang et W. K. Hu) Fang et W. K. Hu
杨叶曲瓣梾木,Swida monbeigii var. populifolia (Fang et W. K. Hu) Fang et W. K. Hu
楊葉曲瓣梾木,Swida monbeigii var. populifolia (Fang et W. K. Hu) Fang et W. K. Hu
黄毛曲瓣梾木,Swida monbeigii var. xanthotricha (Fang et W. K. Hu) Fang et W. K. Hu
黃毛曲瓣梾木,Swida monbeigii var. xanthotricha (Fang et W. K. Hu) Fang et W. K. Hu
長圓葉梾木,Swida oblonga (Wall.) Sojak
长圆叶梾木,Swida oblonga (Wall.) Sojak
无毛长圆叶梾木,Swida oblonga var. glabrescens (Fang et W. K. Hu) Fang et W. K. Hu
無毛長圓葉梾木,Swida oblonga var. glabrescens (Fang et W. K. Hu) Fang et W. K. Hu
毛叶梾木,Swida oblonga var. griffithii (Clarke) W. K. Hu
毛葉梾木,Swida oblonga var. griffithii (Clarke) W. K. Hu
樟叶梾木,Swida oligophlebia (Merr.) W. K. Hu
樟葉梾木,Swida oligophlebia (Merr.) W. K. Hu
乳突梾木,Swida papillosa (Fang et W. K. Hu) Fang et W. K. Hu
小花梾木,Swida parviflora (Chien) Holub
小梾木,Swida paucinervis (Hance) Sojak
灰叶梾木,Swida poliophylla (Schneid. et Wanger.) Sojak
灰葉梾木,Swida poliophylla (Schneid. et Wanger.) Sojak
海棠叶梾木,Swida poliophylla var. malifolia (Fang et W. K. Hu) Fang et W. K. Hu
海棠葉梾木,Swida poliophylla var. malifolia (Fang et W. K. Hu) Fang et W. K. Hu
高大灰叶梾木,Swida poliophylla var. praelonga (Fang et W. K. Hu) Fang et W. K. Hu
高大灰葉梾木,Swida poliophylla var. praelonga (Fang et W. K. Hu) Fang et W. K. Hu
多花梾木,Swida polyantha (Fang et W. K. Hu) Fang et W. K. Hu
欧洲红瑞木,Swida sanguinea (L.) Opiz
歐洲紅瑞木,Swida sanguinea (L.) Opiz
宝兴梾木,Swida scabrida (Franch.) Holub
寶興梾木,Swida scabrida (Franch.) Holub
康定梾木,Swida schindleri (Wanger.) Sojak
理县梾木,Swida schindleri var. lixianensis (Fang et W. K. Hu) Fang et W. K. Hu
理縣梾木,Swida schindleri var. lixianensis (Fang et W. K. Hu) Fang et W. K. Hu
卷毛梾木,Swida ulotricha (Schneid. et Wanger.) Sojak
薄叶卷毛梾木,Swida ulotricha var. leptophylla W. K. Hu
薄葉卷毛梾木,Swida ulotricha var. leptophylla W. K. Hu
毛梾,Swida walteri (Wanger.) Sojak
光皮梾木,Swida wilsoniana (Wanger.) Sojak
桃花心木属,Swietenia
桃花心木屬,Swietenia
桃花心木,Swietenia mahagoni (L.) Jacq.
金山葵属,Syagrus
金山葵屬,Syagrus
金山葵,Syagrus romanzoffiana (Cham.) Glassm.
水丝梨属,Sycopsis
水絲梨屬,Sycopsis
尖叶水丝梨,Sycopsis dunnii Hemsl.
尖葉水絲梨,Sycopsis dunnii Hemsl.
樟叶水丝梨,Sycopsis laurifolia Hemsl.
樟葉水絲梨,Sycopsis laurifolia Hemsl.
柳叶水丝梨,Sycopsis salicifolia Li
柳葉水絲梨,Sycopsis salicifolia Li
水丝梨,Sycopsis sinensis Oliver
水絲梨,Sycopsis sinensis Oliver
三脉水丝梨,Sycopsis triplinervia Chang
三脈水絲梨,Sycopsis triplinervia Chang
钝叶水丝梨,Sycopsis tutcheri Hemsl.
鈍葉水絲梨,Sycopsis tutcheri Hemsl.
滇水丝梨,Sycopsis yunnanensis Chang
滇水絲梨,Sycopsis yunnanensis Chang
合页草属,Sympagis
合頁草屬,Sympagis
合页草,Sympagis monadelpha (Nees) Bremek.
合頁草,Sympagis monadelpha (Nees) Bremek.
具柄合页草,Sympagis petiolaris (Nees) Bremek.
具柄合頁草,Sympagis petiolaris (Nees) Bremek.
合头草属,Sympegma
合頭草屬,Sympegma
合头草,Sympegma regelii Bunge
合頭草,Sympegma regelii Bunge
六苞藤属,Symphorema
六苞藤屬,Symphorema
六苞藤,Symphorema involucratum Roxb.
毛核木属,Symphoricarpos
毛核木屬,Symphoricarpos
毛核木,Symphoricarpos sinensis Rehd.
含苞草属,Symphyllocarpus
含苞草屬,Symphyllocarpus
含苞草,Symphyllocarpus exilis Maxim.
钻叶紫菀,Symphyotrichum subulatum (Michx.) G.L.Nesom
鑽葉紫菀,Symphyotrichum subulatum (Michx.) G.L.Nesom
鉆葉紫菀,Symphyotrichum subulatum (Michx.) G.L.Nesom
聚合草属,Symphytum
聚合草屬,Symphytum
聚合草,Symphytum officinale L.
山矾科,Symplocaceae
山礬科,Symplocaceae
臭菘属,Symplocarpus
臭菘屬,Symplocarpus
臭菘,Symplocarpus foetidus (L.) Salisb.
山矾属,Symplocos
山礬屬,Symplocos
腺叶山矾,Symplocos adenophylla Wall.
腺葉山礬,Symplocos adenophylla Wall.
腺柄山矾,Symplocos adenopus Hance
腺柄山礬,Symplocos adenopus Hance
被毛腺柄山矾,Symplocos adenopus var. vestita Huang
被毛腺柄山礬,Symplocos adenopus var. vestita Huang
铜绿山矾,Symplocos aenea Hand.-Mazz.
銅綠山礬,Symplocos aenea Hand.-Mazz.
狭叶山矾,Symplocos angustifolia Guill.
狹葉山礬,Symplocos angustifolia Guill.
薄叶山矾,Symplocos anomala Brand
薄葉山礬,Symplocos anomala Brand
瓶核山矾,Symplocos ascidiiformis Y. F. Wu
瓶核山礬,Symplocos ascidiiformis Y. F. Wu
橄榄山矾,Symplocos atriolivacea Merr. et Chun ex Li
橄欖山礬,Symplocos atriolivacea Merr. et Chun ex Li
南国山矾,Symplocos austrosinensis Hand.-Mazz.
南國山礬,Symplocos austrosinensis Hand.-Mazz.
总状山矾,Symplocos botryantha Franch.
總狀山礬,Symplocos botryantha Franch.
葫芦果山矾,Symplocos cavaleriei Levl.
葫蘆果山礬,Symplocos cavaleriei Levl.
华山矾,Symplocos chinensis (Lour.) Druce
華山礬,Symplocos chinensis (Lour.) Druce
十棱山矾,Symplocos chunii Merr
十棱山礬,Symplocos chunii Merr
越南山矾,Symplocos cochinchinensis (Lour.) S. Moore
越南山礬,Symplocos cochinchinensis (Lour.) S. Moore
兰屿山矾,Symplocos cochinchinensis var. philippinensis
蘭嶼山礬,Symplocos cochinchinensis var. philippinensis
微毛越南山矾,Symplocos cochinchinensis var. puberula
微毛越南山礬,Symplocos cochinchinensis var. puberula
南岭山矾,Symplocos confusa Brand
南嶺山礬,Symplocos confusa Brand
密花山矾,Symplocos congesta Benth.
密花山礬,Symplocos congesta Benth.
厚皮灰木,Symplocos crassifolia Benth.
厚叶山矾,Symplocos crassilimba Merr.
厚葉山礬,Symplocos crassilimba Merr.
美山矾,Symplocos decora Hance
美山礬,Symplocos decora Hance
短穗花山矾,Symplocos divaricativena Hayata
短穗花山礬,Symplocos divaricativena Hayata
长花柱山矾,Symplocos dolichostylosa Y. F. Wu
長花柱山礬,Symplocos dolichostylosa Y. F. Wu
长毛山矾,Symplocos dolichotricha Merr.
長毛山礬,Symplocos dolichotricha Merr.
坚木山矾,Symplocos dryophila Clarke
堅木山礬,Symplocos dryophila Clarke
火灰山矾,Symplocos dung Eberh. et Dub.
火灰山礬,Symplocos dung Eberh. et Dub.
柃叶山矾,Symplocos euryoides Hand.-Mazz.
柃葉山礬,Symplocos euryoides Hand.-Mazz.
三裂山矾,Symplocos fordii Hance
三裂山礬,Symplocos fordii Hance
福建山矾,Symplocos fukienensis Ling
福建山礬,Symplocos fukienensis Ling
腺缘山矾,Symplocos glandulifera Brand
腺緣山礬,Symplocos glandulifera Brand
腺斑山矾,Symplocos glandulosopunctata Y. F. Wu
腺斑山礬,Symplocos glandulosopunctata Y. F. Wu
羊舌树,Symplocos glauca (Thunb.) Koidz.
羊舌樹,Symplocos glauca (Thunb.) Koidz.
团花山矾,Symplocos glomerata King ex Gamble
團花山礬,Symplocos glomerata King ex Gamble
大叶山矾,Symplocos grandis Hand.-Mazz.
大葉山礬,Symplocos grandis Hand.-Mazz.
毛山矾,Symplocos groffii Merr.
毛山礬,Symplocos groffii Merr.
海南山矾,Symplocos hainanensis Merr. et Chun
海南山礬,Symplocos hainanensis Merr. et Chun
海桐山矾,Symplocos heishanensis Hayata
海桐山礬,Symplocos heishanensis Hayata
蒙自山矾,Symplocos henryi Brand
蒙自山礬,Symplocos henryi Brand
滇南山矾,Symplocos hookeri Clarke
滇南山礬,Symplocos hookeri Clarke
绒毛滇南山矾,Symplocos hookeri var. tomentosa Y. F. Wu
絨毛滇南山礬,Symplocos hookeri var. tomentosa Y. F. Wu
台东山矾,Symplocos konishii Hayata
臺東山礬,Symplocos konishii Hayata
广西山矾,Symplocos kwangsiensis Merr. ex Li
廣西山礬,Symplocos kwangsiensis Merr. ex Li
光叶山矾,Symplocos lancifolia Sieb. et Zucc.
光葉山礬,Symplocos lancifolia Sieb. et Zucc.
黄牛奶树,Symplocos laurina (Retz.) Wall.
黃牛奶樹,Symplocos laurina (Retz.) Wall.
狭叶黄牛奶树,Symplocos laurina var. bodinieri
狹葉黃牛奶樹,Symplocos laurina var. bodinieri
琼中山矾,Symplocos maclurei Merr.
瓊中山礬,Symplocos maclurei Merr.
长梗山矾,Symplocos modesta Brand
長梗山礬,Symplocos modesta Brand
潮州山矾,Symplocos mollifolia Dunn
潮州山礬,Symplocos mollifolia Dunn
台湾山矾,Symplocos morrisonicola Hayata
臺灣山礬,Symplocos morrisonicola Hayata
枝穗山矾,Symplocos multipes Brand
枝穗山礬,Symplocos multipes Brand
能高山矾,Symplocos nokoensis (Hayata) Kanehira
能高山礬,Symplocos nokoensis (Hayata) Kanehira
倒披针叶山矾,Symplocos oblanceolata Y. F. Wu
倒披針葉山礬,Symplocos oblanceolata Y. F. Wu
卵叶山矾,Symplocos ovalifolia Hand.-Mazz.
卵葉山礬,Symplocos ovalifolia Hand.-Mazz.
卵苞山矾,Symplocos ovatibracteata Y. F. Wu.
卵苞山礬,Symplocos ovatibracteata Y. F. Wu.
单花山矾,Symplocos ovatilobata Noot.
單花山礬,Symplocos ovatilobata Noot.
白檀,Symplocos paniculata (Thunb.) Miq.
少脉山矾,Symplocos paucinervia Noot.
少脈山礬,Symplocos paucinervia Noot.
宿苞山矾,Symplocos persistens Huang et Y. F. Wu
宿苞山礬,Symplocos persistens Huang et Y. F. Wu
叶萼山矾,Symplocos phyllocalyx Clarke
葉萼山礬,Symplocos phyllocalyx Clarke
柔毛山矾,Symplocos pilosa Rehd.
柔毛山礬,Symplocos pilosa Rehd.
丛花山矾,Symplocos poilanei Guill.
叢花山礬,Symplocos poilanei Guill.
铁山矾,Symplocos pseudobarberina Gontsch.
鐵山礬,Symplocos pseudobarberina Gontsch.
吊钟山矾,Symplocos punctulata Masamune et Syozi
吊鐘山礬,Symplocos punctulata Masamune et Syozi
梨叶山矾,Symplocos pyrifolia Wall. ex G. Don
梨葉山礬,Symplocos pyrifolia Wall. ex G. Don
珠仔树,Symplocos racemosa Roxb.
珠仔樹,Symplocos racemosa Roxb.
毛轴山矾,Symplocos rachitricha Y. F. Wu
毛軸山礬,Symplocos rachitricha Y. F. Wu
多花山矾,Symplocos ramosissima Wall. ex G. Don
多花山礬,Symplocos ramosissima Wall. ex G. Don
四川山矾,Symplocos setchuensis Brand
四川山礬,Symplocos setchuensis Brand
老鼠矢,Symplocos stellaris Brand
银色山矾,Symplocos subconnata Hand.-Mazz.
銀色山礬,Symplocos subconnata Hand.-Mazz.
山矾,Symplocos sumuntia Buch.-Ham. ex D. Don
山礬,Symplocos sumuntia Buch.-Ham. ex D. Don
棱角山矾,Symplocos tetragona Chen ex Y. F. Wu
棱角山礬,Symplocos tetragona Chen ex Y. F. Wu
茶叶山矾,Symplocos theaefolia D. Don
茶葉山礬,Symplocos theaefolia D. Don
卷毛山矾,Symplocos ulotricha Ling
卷毛山礬,Symplocos ulotricha Ling
坛果山矾,Symplocos urceolaris Hance
壇果山礬,Symplocos urceolaris Hance
绿枝山矾,Symplocos viridissima Brand
綠枝山礬,Symplocos viridissima Brand
文山山矾,Symplocos wenshanensis Huang et Y. F. Wu
文山山礬,Symplocos wenshanensis Huang et Y. F. Wu
微毛山矾,Symplocos wikstroemiifolia Hayata
微毛山礬,Symplocos wikstroemiifolia Hayata
无量山山矾,Symplocos wuliangshanensis Huang et Y. F. Wu
無量山山礬,Symplocos wuliangshanensis Huang et Y. F. Wu
木核山矾,Symplocos xylopyrena C. Y. Wu ex Y. F. Wu
木核山礬,Symplocos xylopyrena C. Y. Wu ex Y. F. Wu
宜章山矾,Symplocos yizhangensis Y. F. Wu
宜章山礬,Symplocos yizhangensis Y. F. Wu
滇灰木,Symplocos yunnanensis Brand
合头菊属,Syncalathium
合頭菊屬,Syncalathium
黄花合头菊,Syncalathium chrysocephalum (Shih) Shih
黃花合頭菊,Syncalathium chrysocephalum (Shih) Shih
盘状合头菊,Syncalathium disciforme (Mattf.) Ling
盤狀合頭菊,Syncalathium disciforme (Mattf.) Ling
合头菊,Syncalathium kawaguchii (Kitam.) Ling
合頭菊,Syncalathium kawaguchii (Kitam.) Ling
圆叶合头菊,Syncalathium orbiculariforme Shih
圓葉合頭菊,Syncalathium orbiculariforme Shih
柔毛合头菊,Syncalathium pilosum (Ling) Shih
柔毛合頭菊,Syncalathium pilosum (Ling) Shih
青海合头菊,Syncalathium qinghaiense (Shih) Shih
青海合頭菊,Syncalathium qinghaiense (Shih) Shih
红花合头菊,Syncalathium roseum Ling
紅花合頭菊,Syncalathium roseum Ling
康滇合头菊,Syncalathium souliei (Franch.) Ling
康滇合頭菊,Syncalathium souliei (Franch.) Ling
油果樟属,Syndiclis
油果樟屬,Syndiclis
安龙油果樟,Syndiclis anlungensis H. W. Li
安龍油果樟,Syndiclis anlungensis H. W. Li
油果樟,Syndiclis chinensis Allen
富宁油果樟,Syndiclis fooningensis H. W. Li
富寧油果樟,Syndiclis fooningensis H. W. Li
鳞秕油果樟,Syndiclis furfuracea H. W. Li
鱗秕油果樟,Syndiclis furfuracea H. W. Li
广西油果樟,Syndiclis kwangsiensis (Kosterm.) H. W. Li
廣西油果樟,Syndiclis kwangsiensis (Kosterm.) H. W. Li
乐东油果樟,Syndiclis lotungensis S. Lee
樂東油果樟,Syndiclis lotungensis S. Lee
麻栗坡油果樟,Syndiclis marlipoensis H. W. Li
屏边油果樟,Syndiclis pingbienensis H. W. Li
屏邊油果樟,Syndiclis pingbienensis H. W. Li
西畴油果樟,Syndiclis sichourensis H. W. Li
西疇油果樟,Syndiclis sichourensis H. W. Li
金腰箭属,Synedrella
金腰箭屬,Synedrella
金腰箭,Synedrella nodiflora (L.) Gaertn.
兔儿伞属,Syneilesis
兔兒傘屬,Syneilesis
兔儿伞,Syneilesis aconitifolia (Bge.) Maxim.
兔兒傘,Syneilesis aconitifolia (Bge.) Maxim.
南方兔儿伞,Syneilesis australis Ling
南方兔兒傘,Syneilesis australis Ling
台湾兔儿伞,Syneilesis intermedia (Hayata) Kitam.
臺灣兔兒傘,Syneilesis intermedia (Hayata) Kitam.
离山兔儿伞,Syneilesis snbglabrata (Yamamoto et Sasaki) Kitam.
離山兔兒傘,Syneilesis snbglabrata (Yamamoto et Sasaki) Kitam.
合果芋,Syngonium podophyllum Schott
合耳菊属,Synotis
合耳菊屬,Synotis
尾尖合耳菊,Synotis acuminata (Wall. ex DC.) C. Jeffrey et Y. L. Chen
宽翅合耳菊,Synotis ainsliaefolia C. Jeffrey et Y. L. Chen
寬翅合耳菊,Synotis ainsliaefolia C. Jeffrey et Y. L. Chen
翅柄合耳菊,Synotis alata (wall. ex DC.) C. Jeffrey et Y. L. Chen
术叶合耳菊,Synotis atractylidifolia (Ling) C. Jeffrey et Y. L. Chen
術葉合耳菊,Synotis atractylidifolia (Ling) C. Jeffrey et Y. L. Chen
耳叶合耳菊,Synotis auriculata C. Jeffrey et Y. L. Chen
耳葉合耳菊,Synotis auriculata C. Jeffrey et Y. L. Chen
滇南合耳菊,Synotis austroyunnanensis C. Jeffrey et Y. L. Chen
缅甸合耳菊,Synotis birmanica C. Jeffrey et Y. L. Chen
緬甸合耳菊,Synotis birmanica C. Jeffrey et Y. L. Chen
短缨合耳菊,Synotis brevipappa C. Jeffrey et Y. L. Chen
短纓合耳菊,Synotis brevipappa C. Jeffrey et Y. L. Chen
美头合耳菊,Synotis calocephala C. Jeffrey et Y. L. Chen
美頭合耳菊,Synotis calocephala C. Jeffrey et Y. L. Chen
密花合耳菊,Synotis cappa (Buch.-Ham. ex D. Don) C. Jeffrey et Y. L. Chen
昆明合耳菊,Synotis cavaleriei (Levl.) C. Jeffrey et Y. L. Chen
肇骞合耳菊,Synotis changiana Y. L. Chen
肇騫合耳菊,Synotis changiana Y. L. Chen
子农合耳菊,Synotis chingiana C. Jeffrey et Y. L. Chen
子農合耳菊,Synotis chingiana C. Jeffrey et Y. L. Chen
心叶合耳菊,Synotis cordifolia Y. L. Chen
心葉合耳菊,Synotis cordifolia Y. L. Chen
大苗山合耳菊,Synotis damiaoshanica C. Jeffrey et Y. L. Chen
滇东合耳菊,Synotis duclouxii (Dunn) C. Jeffrey et Y. L. Chen
滇東合耳菊,Synotis duclouxii (Dunn) C. Jeffrey et Y. L. Chen
红缨合耳菊,Synotis erythropappa (Bur. et Franch.) C. Jeffrey et Y. L. Chen
紅纓合耳菊,Synotis erythropappa (Bur. et Franch.) C. Jeffrey et Y. L. Chen
褐柄合耳菊,Synotis fulvipes (Ling) C. Jeffrey et Y. L. Chen
聚花合耳菊,Synotis glomerata (F. J. Jeffrey) C. Jeffrey et Y. L. Chen
黔合耳菊,Synotis guizhouensis C. Jeffrey et Y. L. Chen
矛叶合耳菊,Synotis hieraciifolia (Levl.) C. Jeffrey et Y. L. Chen
矛葉合耳菊,Synotis hieraciifolia (Levl.) C. Jeffrey et Y. L. Chen
紫毛合耳菊,Synotis ionodasys (Hand.-Mazz.) C. Jeffrey et Y. L. Chen
長柄合耳菊,Synotis longipes C. Jeffrey et Y. L. Chen
长柄合耳菊,Synotis longipes C. Jeffrey et Y. L. Chen
丽江合耳菊,Synotis lucorum (Franch.) C. Jeffrey et Y. L. Chen
麗江合耳菊,Synotis lucorum (Franch.) C. Jeffrey et Y. L. Chen
木里合耳菊,Synotis muliensis Y. L. Chen
木裏合耳菊,Synotis muliensis Y. L. Chen
锯叶合耳菊,Synotis nagensium (C. B. Clarke) C. Jeffrey et Y. L. Chen
鋸葉合耳菊,Synotis nagensium (C. B. Clarke) C. Jeffrey et Y. L. Chen
纳拥合耳菊,Synotis nayongensis C. Jeffrey et Y. L. Chen
納擁合耳菊,Synotis nayongensis C. Jeffrey et Y. L. Chen
耳柄合耳菊,Synotis otophylla Y. L. Chen
掌裂合耳菊,Synotis palmatisecta Y. L. Chen et D. J. Liu
紫背合耳菊,Synotis pseudoalata (Chang) C. Jeffrey et Y. L. Chen
肾叶合耳菊,Synotis reniformis Y. L. Chen
腎葉合耳菊,Synotis reniformis Y. L. Chen
腺毛合耳菊,Synotis saluenensis (Diels) C. Jeffrey et Y. L. Chen
林荫合耳菊,Synotis sciatrephes (W. W. Smith) C. Jeffrey et Y. L. Chen
林蔭合耳菊,Synotis sciatrephes (W. W. Smith) C. Jeffrey et Y. L. Chen
四川合耳菊,Synotis setchuanensis (Franch.) C. Jeffrey et Y. L. Chen
华合耳菊,Synotis sinica (Diels) C. Jeffrey et Y. L. Chen
華合耳菊,Synotis sinica (Diels) C. Jeffrey et Y. L. Chen
川西合耳菊,Synotis solidaginea (Hand.-Mazz.) C. Jeffrey et Y. L. Chen
四花合耳菊,Synotis tetrantha (DC.) C. Jeffrey et Y. L. Chen
三舌合耳菊,Synotis triligulata (Buch.-Ham. ex D. Don) C. Jeffrey et Y. L. Chen
羽裂合耳菊,Synotis vaniotii (Levl.) C. Jeffrey et Y. L. Chen
合耳菊,Synotis wallichii (DC.) C. Jeffrey et Y. L. Chen
黄白合耳菊,Synotis xantholeuca (Hand.-Mazz.) C. Jeffrey et Y. L. Chen
黃白合耳菊,Synotis xantholeuca (Hand.-Mazz.) C. Jeffrey et Y. L. Chen
丫口合耳菊,Synotis yakoensis (J. F. Jeffrey) C. Jeffrey et Y. L. Chen
蔓生合耳菊,Synotis yui C. Jeffrey et Y. L. Chen
神秘果,Synsepalum dulcificum (Schumach. & Thonn.) Daniell
连蕊芥属,Synstemon
連蕊芥屬,Synstemon
条叶连蕊芥,Synstemon linearifolius Z. X. An
條葉連蕊芥,Synstemon linearifolius Z. X. An
连蕊芥,Synstemon petrovii Botsch.
連蕊芥,Synstemon petrovii Botsch.
柔毛连蕊芥,Synstemon petrovii var. pilosus Botsch.
柔毛連蕊芥,Synstemon petrovii var. pilosus Botsch.
兴隆连蕊芥,Synstemon petrovii var. xinglonicus Z. X. An
興隆連蕊芥,Synstemon petrovii var. xinglonicus Z. X. An
山牛蒡属,Synurus
山牛蒡屬,Synurus
山牛蒡,Synurus deltoides (Ait.) Nakai
疆菊属,Syreitschikovia
疆菊屬,Syreitschikovia
疆菊,Syreitschikovia tennifalia (Bong.) Pavl.
棱果芥属,Syrenia
棱果芥屬,Syrenia
大果棱果芥,Syrenia macrocarpa Vass.
棱果芥,Syrenia siliculosa (M. Bieb.) Anders.
丁香属,Syringa
丁香屬,Syringa
白花什锦丁香,Syringa chinensis f. alba (Kirchn) Rehd.
白花什錦丁香,Syringa chinensis f. alba (Kirchn) Rehd.
重瓣什锦丁香,Syringa chinensis f. duplex (Lemoine) Rehd.
重瓣什錦丁香,Syringa chinensis f. duplex (Lemoine) Rehd.
什锦丁香,Syringa chinensis Schmidt. ex Willd.
什錦丁香,Syringa chinensis Schmidt. ex Willd.
西蜀丁香,Syringa komarowii Schneid.
垂丝丁香,Syringa komarowii var. reflexa (Schneid.) Jien ex M. C. Chang
垂絲丁香,Syringa komarowii var. reflexa (Schneid.) Jien ex M. C. Chang
皱叶丁香,Syringa mairei (Levl.) Rehd.
皺葉丁香,Syringa mairei (Levl.) Rehd.
白花小叶蓝丁香,Syringa meyeri f. alba (Wang et al.) M. C. Chang
白花小葉藍丁香,Syringa meyeri f. alba (Wang et al.) M. C. Chang
蓝丁香,Syringa meyeri Schneid.
藍丁香,Syringa meyeri Schneid.
小叶蓝丁香,Syringa meyeri var. spontanea M. C. Chang
小葉藍丁香,Syringa meyeri var. spontanea M. C. Chang
紫丁香,Syringa oblata Lindl.
白丁香,Syringa oblata var. alba Hort. ex Rehd
毛紫丁香,Syringa oblata var. giraldii (Lemoine) Rehd.
北京丁香,Syringa pekinensis Rupr.
花叶丁香,Syringa persica L.
花葉丁香,Syringa persica L.
白花花叶丁香,Syringa persica var. typica f. alba (Weston) Voss
白花花葉丁香,Syringa persica var. typica f. alba (Weston) Voss
松林丁香,Syringa pinetorum W. W. Smith
羽叶丁香,Syringa pinnatifolia Hemsl.
羽葉丁香,Syringa pinnatifolia Hemsl.
华丁香,Syringa protolaciniata P. S. Green et M. C. Chang
華丁香,Syringa protolaciniata P. S. Green et M. C. Chang
光萼巧玲花,Syringa pubescens subsp. julianae (Schneid.) M. C. Chang et X. L. Chen
小叶巧玲花,Syringa pubescens subsp. microphylla (Diels) M. C. Chang et X. L. Chen
小葉巧玲花,Syringa pubescens subsp. microphylla (Diels) M. C. Chang et X. L. Chen
关东巧玲花,Syringa pubescens subsp. patula (Palibin) M. C. Chang et X. L. Chen
關東巧玲花,Syringa pubescens subsp. patula (Palibin) M. C. Chang et X. L. Chen
巧玲花,Syringa pubescens Turcz.
黄药小叶巧玲花,Syringa pubescens var. flavoanthera (X. L. Chen) M. C. Chang
黃藥小葉巧玲花,Syringa pubescens var. flavoanthera (X. L. Chen) M. C. Chang
暴马丁香,Syringa reticulata var. amurensis (Rupr.) Pringle
暴馬丁香,Syringa reticulata var. amurensis (Rupr.) Pringle
四川丁香,Syringa sweginzowii Koehne et Lingelsh.
藏南丁香,Syringa tibetica P. Y. Bai
毛丁香,Syringa tomentella Bureau et Franch.
红丁香,Syringa villosa Vahl
紅丁香,Syringa villosa Vahl
白花欧丁香,Syringa vulgaris f. alba (Weston) Voss
白花歐丁香,Syringa vulgaris f. alba (Weston) Voss
蓝花欧丁香,Syringa vulgaris f. coerulea (Weston) Schelle
藍花歐丁香,Syringa vulgaris f. coerulea (Weston) Schelle
重瓣欧丁香,Syringa vulgaris f. plena (Oudin) Rehd.
重瓣歐丁香,Syringa vulgaris f. plena (Oudin) Rehd.
紫花欧丁香,Syringa vulgaris f. purpurea (Weston) hort. ex Schelle
紫花歐丁香,Syringa vulgaris f. purpurea (Weston) hort. ex Schelle
欧丁香,Syringa vulgaris L.
歐丁香,Syringa vulgaris L.
辽东丁香,Syringa wolfii Schneid.
遼東丁香,Syringa wolfii Schneid.
毛萼云南丁香,Syringa yunnanensis f. pubicalyx (Jien ex P. Y. Bai) M. C. Chang
毛萼雲南丁香,Syringa yunnanensis f. pubicalyx (Jien ex P. Y. Bai) M. C. Chang
云南丁香,Syringa yunnanensis Franch.
雲南丁香,Syringa yunnanensis Franch.
针叶藻属,Syringodium
針葉藻屬,Syringodium
针叶藻,Syringodium isoetifolium (Asch.) Dandy
針葉藻,Syringodium isoetifolium (Asch.) Dandy
蒲桃属,Syzygium
蒲桃屬,Syzygium
尖萼蒲桃,Syzygium acutisepalum Mori
假乌墨,Syzygium angustinii Merr. et Perry
假烏墨,Syzygium angustinii Merr. et Perry
线枝蒲桃,Syzygium araiocladum Merr. et Perry
線枝蒲桃,Syzygium araiocladum Merr. et Perry
华南蒲桃,Syzygium austrosinense Chang et Miau
華南蒲桃,Syzygium austrosinense Chang et Miau
滇南蒲桃,Syzygium austroyunnanense Chang et Miau
香胶蒲桃,Syzygium balsameum Wall.
香膠蒲桃,Syzygium balsameum Wall.
短棒蒲桃,Syzygium baviense (Gagnep.) Merr. et Perry
无柄蒲桃,Syzygium boisianum (Gagnep.) Merr. et Perry
無柄蒲桃,Syzygium boisianum (Gagnep.) Merr. et Perry
短药蒲桃,Syzygium brachyantherum Merr. et Perry
短藥蒲桃,Syzygium brachyantherum Merr. et Perry
短序蒲桃,Syzygium brachythyrsum Merr. et Perry
黑嘴蒲桃,Syzygium bullockii (Hance) Merr. et Perry
假赤楠,Syzygium buxifolioideum Chang et Miau
赤楠,Syzygium buxifolium Hook. et Arn.
华夏蒲桃,Syzygium cathayense Merr. et Perry
華夏蒲桃,Syzygium cathayense Merr. et Perry
子凌蒲桃,Syzygium championii (Benth.) Merr. et Perry
子淩蒲桃,Syzygium championii (Benth.) Merr. et Perry
灶地乌骨木,Syzygium championii (Benth.) Merr. et Perry
灶地烏骨木,Syzygium championii (Benth.) Merr. et Perry
竈地烏骨木,Syzygium championii (Benth.) Merr. et Perry
密脉蒲桃,Syzygium chunianum Merr. et Perry
密脈蒲桃,Syzygium chunianum Merr. et Perry
钝叶蒲桃,Syzygium cinereum Wall.
鈍葉蒲桃,Syzygium cinereum Wall.
棒花蒲桃,Syzygium claviflorum (Roxb.) Wall.
团花蒲桃,Syzygium congestiflorum Chang et Miau
團花蒲桃,Syzygium congestiflorum Chang et Miau
乌墨,Syzygium cumini (L.) Skeels
烏墨,Syzygium cumini (L.) Skeels
長萼烏墨,Syzygium cumini var. tsoi Chang et Miau
长萼乌墨,Syzygium cumini var. tsoi Chang et Miau
卫矛叶蒲桃,Syzygium euonymifolium (Metcalf) Merr. et Perry
衛矛葉蒲桃,Syzygium euonymifolium (Metcalf) Merr. et Perry
细脉蒲桃,Syzygium euphlebium (Hayata) Mori
細脈蒲桃,Syzygium euphlebium (Hayata) Mori
